Path,Type,Event frame,Sequence frame,Player_1 keypoints,Player_2 keypoints,people boxes,racket boxes,table boxes,ball boxes
videos/game_1.mp4,empty_event,9226,-1,"[[395.5955505371094, 316.483154296875, 0.7456907629966736], [398.4584045410156, 307.856201171875, 0.8532705903053284], [384.1441345214844, 307.856201171875, 0.8567919135093689], [397.0269775390625, 310.7318420410156, 0.15805181860923767], [349.7900085449219, 312.169677734375, 0.5432481169700623], [395.5955505371094, 372.558349609375, 0.301935076713562], [311.1415710449219, 373.9962158203125, 0.16772997379302979], [421.36114501953125, 427.19573974609375, 0.11572133004665375], [292.5330810546875, 455.9522705078125, 0.4538264870643616], [438.53826904296875, 427.19573974609375, 0.1797717958688736], [346.92718505859375, 440.13616943359375, 0.2058386206626892], [356.9471130371094, 510.58966064453125, 0.15206757187843323], [305.4158935546875, 509.1518249511719, 0.12415323406457901], [401.3212585449219, 596.8591918945312, 0.1519077569246292], [312.5730285644531, 611.2374877929688, 0.38333895802497864], [361.24139404296875, 693.1935424804688, 0.3390803635120392], [285.3759765625, 723.3878784179688, 0.2439185231924057]]","[[1565.6165771484375, 453.9828796386719, 0.6885997653007507], [1575.6932373046875, 442.4856262207031, 0.7196670770645142], [1559.8583984375, 441.0484924316406, 0.7852123975753784], [1618.87890625, 432.42559814453125, 0.5385462045669556], [1558.4189453125, 418.05401611328125, 0.07941735535860062], [1708.129150390625, 438.1741943359375, 0.10206982493400574], [1581.451416015625, 433.86273193359375, 0.08453027904033661], [1770.0286865234375, 537.3378295898438, 0.4814889430999756], [1559.8583984375, 471.228759765625, 0.059627603739500046], [1712.44775390625, 600.5726318359375, 0.5227336883544922], [1564.177001953125, 540.2122192382812, 0.17928072810173035], [1676.459716796875, 597.6983642578125, 0.18289704620838165], [1617.439453125, 581.8896484375, 0.27108263969421387], [1592.967529296875, 693.9876708984375, 0.6447368860244751], [1559.8583984375, 735.6652221679688, 0.5594658851623535], [1542.5843505859375, 860.6976318359375, 0.3742391765117645], [1621.7579345703125, 856.3861694335938, 0.46146202087402344]]",[],"[([322.0, 521.0, 1086.0, 933.0], 0.5940665602684021), ([309.0, 524.0, 1447.0, 702.0], 0.3743807375431061), ([838.0, 534.0, 1420.0, 939.0], 0.299215704202652), ([853.0, 535.0, 1442.0, 688.0], 0.0199884381145238)]",[],[]
videos/game_1.mp4,empty_event,9226,0,"[[395.4245910644531, 317.21734619140625, 0.7136125564575195], [398.29779052734375, 308.59161376953125, 0.851702094078064], [383.9317932128906, 308.59161376953125, 0.8003129959106445], [396.8611755371094, 311.46685791015625, 0.14986874163150787], [348.0167541503906, 312.90447998046875, 0.5539317727088928], [395.4245910644531, 373.28485107421875, 0.30201423168182373], [310.6651611328125, 374.72247314453125, 0.16907478868961334], [422.7200012207031, 427.91473388671875, 0.1225132867693901], [291.98931884765625, 456.6673278808594, 0.4244769513607025], [438.5226135253906, 426.47711181640625, 0.081516332924366], [346.5801696777344, 440.8533630371094, 0.21376460790634155], [358.0729675292969, 512.7347412109375, 0.1541111171245575], [304.91876220703125, 509.8595275878906, 0.12193838506937027], [401.17095947265625, 600.4301147460938, 0.15348076820373535], [312.10174560546875, 611.9310913085938, 0.36981719732284546], [360.9461669921875, 693.8758544921875, 0.32873544096946716], [283.3697509765625, 729.816650390625, 0.25281640887260437]]","[[1563.3077392578125, 454.7410888671875, 0.5385560393333435], [1574.81884765625, 443.2393798828125, 0.7389602065086365], [1557.5523681640625, 443.2393798828125, 0.6583893895149231], [1616.54638671875, 433.1754150390625, 0.5994748473167419], [1569.0633544921875, 434.6131286621094, 0.05481894314289093], [1705.7569580078125, 440.36395263671875, 0.10251148045063019], [1587.768798828125, 431.7377014160156, 0.07763681560754776], [1771.9456787109375, 541.003662109375, 0.5349507927894592], [1567.62451171875, 562.5693359375, 0.09866932034492493], [1712.951416015625, 604.262939453125, 0.5413432717323303], [1592.08544921875, 542.4413452148438, 0.16980040073394775], [1676.9794921875, 598.5120849609375, 0.15639185905456543], [1617.9853515625, 582.697265625, 0.30387082695961], [1593.5244140625, 693.40087890625, 0.569159984588623], [1556.1134033203125, 736.5322265625, 0.45023325085639954], [1551.796875, 865.9261474609375, 0.3177100718021393], [1617.9853515625, 854.4244384765625, 0.42056846618652344]]",[],"[([307.0, 524.0, 1096.0, 925.0], 0.4478281140327453), ([301.0, 529.0, 1441.0, 742.0], 0.2683911025524139), ([837.0, 535.0, 1421.0, 939.0], 0.2558193206787109), ([299.0, 527.0, 1011.0, 678.0], 0.0597696676850318), ([854.0, 534.0, 1442.0, 688.0], 0.0164248291403055), ([495.0, 522.0, 860.0, 693.0], 0.0107593340799212)]",[],[]
videos/game_1.mp4,empty_event,9226,1,"[[395.4128723144531, 317.56317138671875, 0.7261027097702026], [398.2734375, 308.9454345703125, 0.830266535282135], [382.5404357910156, 308.9454345703125, 0.7395679950714111], [396.8431701660156, 311.8180236816406, 0.14562764763832092], [348.2138671875, 313.2543029785156, 0.5392885208129883], [395.4128723144531, 375.0146484375, 0.2927844226360321], [311.0267333984375, 376.450927734375, 0.17771047353744507], [422.5880432128906, 428.1572570800781, 0.11383581906557083], [291.0029296875, 458.3193054199219, 0.44093751907348633], [439.7513732910156, 428.1572570800781, 0.12403634935617447], [345.3533020019531, 442.5201721191406, 0.2501823902130127], [358.22576904296875, 514.3345336914062, 0.15872760117053986], [305.3056640625, 511.4619445800781, 0.1280645728111267], [398.2734375, 597.63916015625, 0.16258178651332855], [308.16619873046875, 613.4382934570312, 0.37488827109336853], [361.0863342285156, 696.7429809570312, 0.31654423475265503], [282.4212646484375, 725.4686889648438, 0.30774423480033875]]","[[1564.162109375, 457.1161193847656, 0.8722236156463623], [1574.19921875, 447.0408630371094, 1.005082368850708], [1559.860595703125, 445.6015625, 0.772544801235199], [1615.781005859375, 435.52630615234375, 0.42132171988487244], [1578.5008544921875, 412.4971618652344, 0.054143570363521576], [1708.9818115234375, 444.1622314453125, 0.10268650203943253], [1598.5748291015625, 435.52630615234375, 0.07037612795829773], [1773.50537109375, 540.5967407226562, 0.461332231760025], [1604.3101806640625, 517.567626953125, 0.2500605881214142], [1714.7174072265625, 608.2448120117188, 0.6647639274597168], [1565.59619140625, 552.1112670898438, 0.40117719769477844], [1680.3046875, 598.1695556640625, 0.13728903234004974], [1617.2149658203125, 588.0942993164062, 0.2842142581939697], [1592.83935546875, 700.361328125, 0.5598340034484863], [1558.4266357421875, 736.3443603515625, 0.5562849044799805], [1559.860595703125, 875.9584350585938, 0.3988000452518463], [1620.0826416015625, 858.6865844726562, 0.3543112576007843]]",[],"[([307.0, 523.0, 1092.0, 925.0], 0.4988658130168915), ([316.0, 529.0, 1458.0, 697.0], 0.302758514881134), ([840.0, 535.0, 1419.0, 939.0], 0.247135043144226), ([851.0, 535.0, 1442.0, 688.0], 0.0142486533150076), ([313.0, 499.0, 850.0, 794.0], 0.0123754600062966)]",[],[]
videos/game_1.mp4,empty_event,9226,2,"[[395.0682373046875, 319.6162414550781, 0.7891042828559875], [397.9414367675781, 309.556396484375, 0.7902416586875916], [383.575439453125, 309.556396484375, 0.8922477960586548], [399.3780212402344, 312.4306335449219, 0.13381275534629822], [347.66046142578125, 315.30487060546875, 0.5274603962898254], [395.0682373046875, 375.66400146484375, 0.28273260593414307], [310.30889892578125, 377.1011047363281, 0.17989639937877655], [422.3636169433594, 424.5261535644531, 0.1298471987247467], [290.196533203125, 459.0170593261719, 0.4567107856273651], [443.9125671386719, 427.400390625, 0.24651411175727844], [344.78729248046875, 443.208740234375, 0.2443026900291443], [357.7166748046875, 515.0648193359375, 0.16839011013507843], [303.12591552734375, 512.1906127929688, 0.13828054070472717], [397.9414367675781, 598.4179077148438, 0.1711326390504837], [308.872314453125, 612.7891235351562, 0.3561037480831146], [362.0264587402344, 693.2679443359375, 0.3272242546081543], [281.5769348144531, 727.7589111328125, 0.29577159881591797]]","[[1566.09130859375, 457.739501953125, 0.8913227319717407], [1573.283447265625, 447.6600646972656, 1.15573251247406], [1560.33740234375, 446.22015380859375, 0.9129666686058044], [1616.4368896484375, 434.70086669921875, 0.4634310007095337], [1557.4605712890625, 426.0613708496094, 0.044211938977241516], [1708.49755859375, 446.22015380859375, 0.11256292462348938], [1589.1064453125, 436.1407775878906, 0.08049670606851578], [1774.666259765625, 544.1343383789062, 0.5516515374183655], [1610.6832275390625, 508.1365051269531, 0.20510151982307434], [1717.1282958984375, 607.4905395507812, 0.5735015869140625], [1557.4605712890625, 548.4540405273438, 0.47955355048179626], [1676.8516845703125, 606.0505981445312, 0.1628134548664093], [1616.4368896484375, 588.7716674804688, 0.22945232689380646], [1594.860107421875, 705.4047241210938, 0.696910560131073], [1557.4605712890625, 737.0828247070312, 0.6016986966133118], [1568.9681396484375, 882.5142211914062, 0.32138535380363464], [1622.1907958984375, 863.7952270507812, 0.37001243233680725]]",[],"[([305.0, 523.0, 1102.0, 924.0], 0.4442743957042694), ([261.0, 537.0, 1430.0, 744.0], 0.3352998793125152), ([811.0, 533.0, 1423.0, 939.0], 0.2276602983474731), ([296.0, 526.0, 1017.0, 677.0], 0.0392146967351436), ([853.0, 535.0, 1442.0, 688.0], 0.0163458175957202), ([1127.0, 412.0, 1228.0, 536.0], 0.0127733033150434)]",[],[]
videos/game_1.mp4,empty_event,9309,-2,"[[451.1299743652344, 413.3260803222656, 1.7023646831512451], [451.1299743652344, 403.2576599121094, 1.2365649938583374], [441.0729064941406, 404.696044921875, 1.8469449281692505], [403.7180480957031, 407.57269287109375, 0.27201056480407715], [403.7180480957031, 409.0110778808594, 0.8935284614562988], [395.0976867675781, 429.14788818359375, 0.04548688977956772], [376.4203186035156, 459.35302734375, 0.21030129492282867], [423.8321838378906, 522.64013671875, 0.020817257463932037], [420.9587707519531, 532.7085571289062, 0.799731433391571], [497.1051330566406, 515.4483642578125, 0.09290193766355515], [498.5419006347656, 509.6950378417969, 0.27341538667678833], [327.5716857910156, 547.0919189453125, 0.15355610847473145], [281.59649658203125, 551.4069213867188, 0.16723807156085968], [386.4773864746094, 603.187255859375, 0.1250009983778], [372.1101379394531, 620.4473876953125, 0.13801366090774536], [392.2242736816406, 672.2277221679688, 0.24007223546504974], [339.0654602050781, 757.08984375, 0.33751147985458374]]","[[1563.124267578125, 411.0908508300781, 1.7274878025054932], [1571.76220703125, 398.13677978515625, 2.358020305633545], [1564.5638427734375, 398.13677978515625, 1.2737993001937866], [1612.0721435546875, 399.57611083984375, 1.1680307388305664], [1612.0721435546875, 399.57611083984375, 0.6368904113769531], [1658.140869140625, 471.54296875, 0.19540677964687347], [1661.0201416015625, 449.9529113769531, 0.05127449333667755], [1685.494140625, 579.4933471679688, 0.5621874332427979], [1646.623779296875, 543.5098266601562, 0.18222114443778992], [1584.7188720703125, 614.0374145507812, 0.5857296586036682], [1576.0811767578125, 543.5098266601562, 0.2914527356624603], [1715.7265625, 654.3388671875, 0.10299969464540482], [1681.1751708984375, 635.6275024414062, 0.12128860503435135], [1603.4344482421875, 785.318603515625, 0.5599591732025146], [1606.3135986328125, 711.912353515625, 0.8747212886810303], [1678.2958984375, 959.4784545898438, 0.2682662010192871], [1661.0201416015625, 841.4527587890625, 0.3335813879966736]]",[],"[([298.0, 541.0, 1435.0, 926.0], 0.4205196499824524), ([287.0, 529.0, 1429.0, 690.0], 0.1995832324028015), ([912.0, 585.0, 1381.0, 929.0], 0.0235073827207088), ([379.0, 513.0, 842.0, 921.0], 0.022782813757658), ([849.0, 534.0, 1442.0, 688.0], 0.0199518762528896), ([494.0, 520.0, 870.0, 691.0], 0.0197557918727397)]",[],[]
videos/game_1.mp4,empty_event,9309,-1,"[[450.1172180175781, 412.440185546875, 1.3435903787612915], [451.5548095703125, 403.8175354003906, 0.8325340151786804], [440.0540771484375, 405.254638671875, 1.360111117362976], [404.11419677734375, 406.6917419433594, 0.3398730456829071], [404.11419677734375, 408.12884521484375, 1.09382963180542], [366.7367248535156, 419.625732421875, 0.06483283638954163], [378.2374572753906, 461.3018798828125, 0.18993470072746277], [383.9878845214844, 438.3081359863281, 0.02109759859740734], [421.3653259277344, 531.72021484375, 0.6840928196907043], [494.68267822265625, 515.9120483398438, 0.10197431594133377], [494.68267822265625, 515.9120483398438, 0.40333500504493713], [325.0464782714844, 546.0913696289062, 0.12969590723514557], [281.9186096191406, 554.7139892578125, 0.16015079617500305], [388.3006286621094, 605.0128173828125, 0.0908084288239479], [375.3622741699219, 620.8209838867188, 0.14420922100543976], [392.6134033203125, 668.24560546875, 0.2234589010477066], [339.42242431640625, 755.9093017578125, 0.3328939378261566]]","[[1562.9051513671875, 408.7284240722656, 1.2163302898406982], [1571.5029296875, 395.7839660644531, 2.0311717987060547], [1564.338134765625, 395.7839660644531, 1.1306201219558716], [1610.1937255859375, 398.6605529785156, 0.8712243437767029], [1613.0595703125, 397.2222595214844, 0.5269956588745117], [1658.9151611328125, 467.6974182128906, 0.1920781284570694], [1656.0491943359375, 453.3147277832031, 0.05180643871426582], [1687.5748291015625, 575.5675048828125, 0.5772437453269958], [1644.585205078125, 543.9256591796875, 0.18095850944519043], [1582.9669189453125, 611.5242919921875, 0.43852537870407104], [1574.368896484375, 539.61083984375, 0.33688223361968994], [1714.8017578125, 656.110595703125, 0.10520657896995544], [1681.843017578125, 633.0982666015625, 0.1303003877401352], [1604.4617919921875, 788.4312133789062, 0.8870058655738831], [1605.894775390625, 707.8882446289062, 0.5330084562301636], [1677.5440673828125, 959.5851440429688, 0.25178149342536926], [1660.34814453125, 844.5236206054688, 0.2369411289691925]]",[],"[([304.0, 541.0, 1439.0, 926.0], 0.4144523739814758), ([306.0, 527.0, 1434.0, 694.0], 0.1802800446748733), ([915.0, 585.0, 1380.0, 929.0], 0.021275719627738), ([344.0, 489.0, 971.0, 947.0], 0.0210262462496757), ([848.0, 534.0, 1443.0, 688.0], 0.0163397844880819), ([517.0, 523.0, 853.0, 691.0], 0.0108687784522771)]",[],[]
videos/game_1.mp4,empty_event,9309,0,"[[450.2908935546875, 413.40777587890625, 1.3558963537216187], [450.2908935546875, 403.3322448730469, 0.8596178293228149], [440.2150573730469, 404.7715759277344, 1.267883539199829], [402.7906494140625, 406.2109680175781, 0.3309475779533386], [404.2301025390625, 407.6502990722656, 0.9330242276191711], [363.9268798828125, 419.16522216796875, 0.060689251869916916], [378.3208923339844, 460.9067077636719, 0.20276238024234772], [421.50286865234375, 524.2385864257812, 0.02376554347574711], [421.50286865234375, 531.4353637695312, 0.6506224274635315], [494.9122619628906, 517.041748046875, 0.10659010708332062], [494.9122619628906, 517.041748046875, 0.45735037326812744], [326.5024719238281, 548.7077026367188, 0.14006094634532928], [281.881103515625, 555.904541015625, 0.1707201600074768], [388.3966979980469, 606.2821655273438, 0.1021643802523613], [378.3208923339844, 622.1151123046875, 0.1615869402885437], [392.71490478515625, 669.6140747070312, 0.22225402295589447], [339.45709228515625, 757.4150390625, 0.30539435148239136]]","[[1561.734375, 407.0082702636719, 1.6628973484039307], [1570.329345703125, 394.06817626953125, 1.9880229234695435], [1564.5992431640625, 394.06817626953125, 1.0981649160385132], [1610.4403076171875, 396.94378662109375, 1.0974814891815186], [1611.8729248046875, 396.94378662109375, 0.5587067604064941], [1660.5789794921875, 467.3954162597656, 0.2068791538476944], [1654.848876953125, 453.01751708984375, 0.052212152630090714], [1686.3646240234375, 576.6673583984375, 0.6294439435005188], [1643.3885498046875, 542.160400390625, 0.21170760691165924], [1581.7896728515625, 612.612060546875, 0.4160445034503937], [1574.6270751953125, 540.72265625, 0.2957788109779358], [1715.015380859375, 652.8701171875, 0.10469788312911987], [1679.2020263671875, 631.3032836914062, 0.12771250307559967], [1606.142822265625, 785.1466674804688, 0.5539593696594238], [1606.142822265625, 708.9439086914062, 1.0379661321640015], [1677.7694091796875, 960.5569458007812, 0.2756371796131134], [1660.5789794921875, 838.3448486328125, 0.25548940896987915]]",[],"[([304.0, 523.0, 1432.0, 903.0], 0.4178639054298401), ([835.0, 536.0, 1429.0, 938.0], 0.2393023520708084), ([277.0, 530.0, 1425.0, 692.0], 0.1912421435117721), ([335.0, 525.0, 802.0, 915.0], 0.0267501790076494), ([848.0, 535.0, 1443.0, 687.0], 0.0179869960993528)]",[],[]
videos/game_1.mp4,empty_event,9309,1,"[[448.364013671875, 412.5287780761719, 1.7528280019760132], [448.364013671875, 403.9078063964844, 1.5920861959457397], [438.29425048828125, 403.9078063964844, 1.8688973188400269], [402.33056640625, 406.78143310546875, 0.311847060918808], [403.7691345214844, 406.78143310546875, 1.1496312618255615], [392.2607421875, 429.7707214355469, 0.04761723801493645], [376.4367370605469, 459.94415283203125, 0.15274085104465485], [426.785888671875, 523.1646728515625, 0.021089280024170876], [425.3473205566406, 531.7855834960938, 0.8138435482978821], [500.1517028808594, 514.5436401367188, 0.10894852876663208], [498.7131652832031, 517.4172973632812, 0.5334646701812744], [320.3334655761719, 549.027587890625, 0.10662264376878738], [282.9312438964844, 556.2117309570312, 0.16802160441875458], [383.6294860839844, 596.4429321289062, 0.11065542697906494], [380.75238037109375, 620.8690795898438, 0.15916027128696442], [393.6993103027344, 669.7212524414062, 0.24501611292362213], [340.4731140136719, 757.3678588867188, 0.33604851365089417]]","[[1561.799560546875, 405.89947509765625, 1.3911093473434448], [1571.8306884765625, 392.9503479003906, 2.3172996044158936], [1563.232666015625, 392.9503479003906, 1.2229413986206055], [1610.5223388671875, 395.8279113769531, 0.8724324107170105], [1611.955322265625, 395.8279113769531, 0.4940871596336365], [1659.2449951171875, 466.3287048339844, 0.20083822309970856], [1647.7808837890625, 454.818359375, 0.05350535362958908], [1686.472412109375, 574.2379760742188, 0.6392802000045776], [1643.4818115234375, 539.7069702148438, 0.22277209162712097], [1589.0269775390625, 610.207763671875, 0.30446040630340576], [1567.5316162109375, 538.2682495117188, 0.28476667404174805], [1716.5657958984375, 650.493896484375, 0.10187488049268723], [1680.7403564453125, 628.9120483398438, 0.12352659553289413], [1610.5223388671875, 784.3013305664062, 0.6356858015060425], [1607.6563720703125, 708.0454711914062, 0.8912566304206848], [1677.874267578125, 956.956298828125, 0.27199888229370117], [1660.677978515625, 833.2202758789062, 0.24631647765636444]]",[],"[([311.0, 543.0, 1430.0, 926.0], 0.4083420932292938), ([284.0, 530.0, 1423.0, 694.0], 0.2054318785667419), ([344.0, 516.0, 890.0, 923.0], 0.0688761547207832), ([316.0, 525.0, 956.0, 672.0], 0.0559142231941223), ([843.0, 535.0, 1442.0, 687.0], 0.0210700053721666), ([909.0, 578.0, 1381.0, 929.0], 0.0206943098455667), ([1127.0, 412.0, 1228.0, 536.0], 0.0118943126872181)]",[],[]
videos/game_1.mp4,empty_event,9309,2,"[[447.92108154296875, 412.5795593261719, 1.4756643772125244], [449.358154296875, 403.9570617675781, 1.2842175960540771], [437.86181640625, 403.9570617675781, 1.952177882194519], [400.4986572265625, 405.39410400390625, 0.37619322538375854], [403.37274169921875, 406.8312072753906, 0.8276627659797668], [360.2614440917969, 421.20208740234375, 0.08030083775520325], [376.06890869140625, 460.0033874511719, 0.1890743374824524], [423.4913635253906, 523.235107421875, 0.03016948327422142], [424.9283752441406, 530.4205322265625, 0.6029757261276245], [505.40283203125, 514.6126098632812, 0.11444607377052307], [501.09173583984375, 516.0496215820312, 0.44092506170272827], [318.5871887207031, 549.1026611328125, 0.1279156506061554], [282.6611328125, 557.7251586914062, 0.1566515564918518], [389.0023193359375, 609.4601440429688, 0.13096454739570618], [377.5059509277344, 625.2681274414062, 0.20235373079776764], [396.18756103515625, 669.8177490234375, 0.22261309623718262], [340.1428527832031, 756.0428466796875, 0.29370853304862976]]","[[1560.39697265625, 403.3083801269531, 1.3929303884506226], [1570.4454345703125, 390.36834716796875, 1.9491379261016846], [1561.8323974609375, 390.36834716796875, 1.0707899332046509], [1610.638916015625, 393.243896484375, 0.7932248115539551], [1610.638916015625, 393.243896484375, 0.49650758504867554], [1658.0098876953125, 463.6952209472656, 0.20385369658470154], [1646.5260009765625, 453.6307373046875, 0.05623776093125343], [1688.1551513671875, 571.5288696289062, 0.544772744178772], [1640.7840576171875, 541.33544921875, 0.15461339056491852], [1591.9776611328125, 607.473388671875, 0.25726190209388733], [1569.010009765625, 539.8976440429688, 0.23480474948883057], [1715.4293212890625, 649.1690673828125, 0.09662191569805145], [1679.5421142578125, 626.16455078125, 0.13116812705993652], [1613.5098876953125, 784.3206176757812, 0.8169761896133423], [1609.203369140625, 708.1181030273438, 0.7562222480773926], [1679.5421142578125, 958.2921752929688, 0.28930026292800903], [1658.0098876953125, 831.7673950195312, 0.23351362347602844]]",[],"[([324.0, 525.0, 1313.0, 923.0], 0.4301610291004181), ([834.0, 537.0, 1429.0, 938.0], 0.2273621410131454), ([305.0, 529.0, 1443.0, 693.0], 0.2138852924108505), ([853.0, 535.0, 1443.0, 687.0], 0.0186735596507787), ([500.0, 523.0, 855.0, 692.0], 0.0142061430960893), ([334.0, 526.0, 784.0, 911.0], 0.0117658711969852)]",[],[]
videos/game_1.mp4,empty_event,9424,-2,"[[351.4031066894531, 371.7652282714844, 1.272001028060913], [354.2724304199219, 363.1282043457031, 1.2856968641281128], [339.9256896972656, 363.1282043457031, 2.279097557067871], [354.2724304199219, 364.5677490234375, 0.24656906723976135], [306.92816162109375, 371.7652282714844, 0.831660807132721], [360.01116943359375, 413.51068115234375, 0.3377969264984131], [285.4080505371094, 440.86114501953125, 0.1675182580947876], [414.5288391113281, 463.8931579589844, 0.11503832042217255], [273.9306335449219, 528.6705932617188, 0.5076897740364075], [411.6594543457031, 461.0141296386719, 0.21280239522457123], [338.49102783203125, 524.35205078125, 0.27354270219802856], [347.0990905761719, 541.6260375976562, 0.18509958684444427], [292.5813903808594, 553.1420288085938, 0.1910734623670578], [427.44091796875, 612.1614990234375, 0.11772621423006058], [295.4507751464844, 632.314453125, 0.4295230209827423], [229.4556884765625, 735.9583129882812, 0.03814566880464554], [230.89036560058594, 733.0794067382812, 0.234500914812088]]","[[1566.34765625, 411.051513671875, 1.701654314994812], [1580.7373046875, 399.54534912109375, 2.3071558475494385], [1569.2255859375, 398.1070556640625, 1.5507220029830933], [1623.9068603515625, 409.61322021484375, 1.4814735651016235], [1625.3458251953125, 409.61322021484375, 0.20018984377384186], [1681.4661865234375, 484.4033508300781, 0.2469862699508667], [1585.0543212890625, 464.267578125, 0.2580934464931488], [1737.58642578125, 576.4527587890625, 0.6010052561759949], [1527.4949951171875, 488.7181701660156, 0.2994096279144287], [1675.710205078125, 639.7366943359375, 0.4130708873271942], [1456.9849853515625, 458.51446533203125, 0.4396134614944458], [1694.4169921875, 656.9959106445312, 0.16212616860866547], [1619.5899658203125, 639.7366943359375, 0.24279513955116272], [1623.9068603515625, 764.8662719726562, 0.6581818461418152], [1514.544189453125, 694.3909912109375, 0.924156665802002], [1648.3695068359375, 885.6810913085938, 0.5103675127029419], [1557.7137451171875, 813.767578125, 0.6562163829803467]]",[],"[([322.0, 525.0, 1073.0, 929.0], 0.4570612013339996), ([308.0, 523.0, 1446.0, 706.0], 0.3386649787425995), ([828.0, 534.0, 1414.0, 936.0], 0.1927984356880188), ([365.0, 633.0, 886.0, 916.0], 0.0188854858279228), ([296.0, 544.0, 995.0, 678.0], 0.0162877514958381), ([469.0, 520.0, 871.0, 693.0], 0.0100796306505799), ([865.0, 536.0, 1444.0, 688.0], 0.0100177377462387)]",[],[]
videos/game_1.mp4,empty_event,9424,-1,"[[354.0079040527344, 373.0465087890625, 1.3225830793380737], [354.0079040527344, 364.426025390625, 1.4390307664871216], [341.0447998046875, 364.426025390625, 2.0382657051086426], [356.8885803222656, 365.86279296875, 0.1782761663198471], [306.4764709472656, 373.0465087890625, 0.918834924697876], [359.7693176269531, 414.712158203125, 0.3235359191894531], [283.4309387207031, 446.320556640625, 0.17367500066757202], [387.1358947753906, 433.38983154296875, 0.11483380943536758], [276.2292175292969, 531.0885620117188, 0.5756375193595886], [408.7410583496094, 456.3778076171875, 0.2087041139602661], [338.1640930175781, 528.2151489257812, 0.29353243112564087], [345.3658447265625, 544.019287109375, 0.1856192797422409], [294.9537353515625, 555.5132446289062, 0.19610613584518433], [426.0252685546875, 608.6728515625, 0.08177411556243896], [294.9537353515625, 633.0975341796875, 0.4359498620033264], [230.1381378173828, 733.6697998046875, 0.05427400395274162], [230.1381378173828, 732.2330322265625, 0.2736847698688507]]","[[1569.8521728515625, 406.94403076171875, 1.494938850402832], [1584.228515625, 395.42718505859375, 2.551328420639038], [1571.2896728515625, 393.9875793457031, 1.5427920818328857], [1625.9200439453125, 405.5044250488281, 1.231931209564209], [1578.47802734375, 398.306396484375, 0.2544402480125427], [1686.3006591796875, 481.80340576171875, 0.2465185970067978], [1585.666259765625, 461.6489562988281, 0.24716816842556], [1736.617919921875, 576.8171997070312, 0.5501154661178589], [1532.4736328125, 483.24298095703125, 0.16752053797245026], [1674.799560546875, 635.8409423828125, 0.4876387119293213], [1454.84130859375, 460.2093505859375, 0.5150063037872314], [1696.364013671875, 654.5558471679688, 0.17817671597003937], [1623.0447998046875, 637.2806396484375, 0.2145504355430603], [1624.4822998046875, 763.9657592773438, 0.8645181655883789], [1518.0972900390625, 693.4251708984375, 0.5877093076705933], [1648.922119140625, 883.452880859375, 0.6125317811965942], [1558.35107421875, 815.79150390625, 0.6066603660583496]]",[],"[([323.0, 524.0, 1070.0, 927.0], 0.4609026610851288), ([324.0, 524.0, 1430.0, 719.0], 0.3016218543052673), ([831.0, 534.0, 1414.0, 937.0], 0.1876276582479477), ([295.0, 527.0, 1017.0, 679.0], 0.0270616598427295), ([363.0, 633.0, 882.0, 914.0], 0.0157489199191331), ([861.0, 535.0, 1443.0, 687.0], 0.0102053415030241)]",[],[]
