Path,Event frame,Sequence frame,Keypoints left,Left score,Left players left hip,Left players right hip,Keypoints right,Right score,Right players left hip,Right players right hip
videos/game_1.mp4,16374,2,"[[0.22571471532185872, 0.3124482331452546, 1.1818002462387085], [0.2272082487742106, 0.3031163533528646, 0.808131754398346], [0.21974056561787922, 0.304449462890625, 0.911302924156189], [0.22870176633199055, 0.30711571022316264, 0.2512758672237396], [0.20256492296854656, 0.31111509535047743, 0.7676485776901245], [0.23019529978434244, 0.35510824697989, 0.24787503480911255], [0.18538924853007, 0.3671063741048177, 0.18984512984752655], [0.24139684041341145, 0.39776828907154227, 0.2690016031265259], [0.17194743156433107, 0.433762698703342, 0.520045816898346], [0.25259833335876464, 0.41243266352900754, 0.2984200417995453], [0.19883106549580892, 0.43909519336841724, 0.3636600077152252], [0.21750025749206542, 0.4724233556676794, 0.19820968806743622], [0.18837631543477376, 0.47775585033275464, 0.2081616073846817], [0.2451306660970052, 0.5337471290870949, 0.06371936947107315], [0.1831489404042562, 0.5577434398509838, 0.2772634029388428], [0.23766299883524578, 0.6110684430157697, 0.0536990724503994], [0.16447974840799967, 0.6110684430157697, 0.13633272051811218]]",0.997799813747406,"[0.21750025749206542, 0.4724233556676794, 0.19820968806743622]","[0.18837631543477376, 0.47775585033275464, 0.2081616073846817]","[[0.7944248199462891, 0.4079699480975116, 0.3421339690685272], [0.7951740900675456, 0.39599134657118057, 0.4280881881713867], [0.8004185358683268, 0.3946603845666956, 0.1963898241519928], [0.8004185358683268, 0.38933656480577256, 0.5334768891334534], [0.8371299743652344, 0.3880056028012876, 0.5748317241668701], [0.7929263432820638, 0.4226105018898293, 0.37906306982040405], [0.8745906194051106, 0.4226105018898293, 0.3269083499908447], [0.7397321701049805, 0.4758488407841435, 0.36943015456199646], [0.9008131663004557, 0.5330800374348958, 0.4322715401649475], [0.6917825063069661, 0.5224323413990162, 0.45009559392929077], [0.8903241475423177, 0.5450586389612269, 0.1193515881896019], [0.7936756134033203, 0.6235851711697049, 0.14262458682060242], [0.8536127090454102, 0.632901848687066, 0.1601576805114746], [0.7689515431722005, 0.7021117033781828, 0.602069079875946], [0.8363808314005534, 0.8272217362015336, 0.42164894938468933], [0.7816881815592448, 0.8724743313259549, 0.5447289347648621], [0.8101582845052083, 0.984274744104456, 0.8310774564743042]]",0.9988812804222107,"[0.7936756134033203, 0.6235851711697049, 0.14262458682060242]","[0.8536127090454102, 0.632901848687066, 0.1601576805114746]"
videos/game_1.mp4,16468,-2,"[[0.23735361099243163, 0.3151381598578559, 0.8102909922599792], [0.24184985160827638, 0.303141106499566, 0.9189409017562866], [0.23060922622680663, 0.30580712777596936, 1.1027528047561646], [0.24709547360738118, 0.303141106499566, 0.41129472851753235], [0.2178698698679606, 0.3098061173050492, 0.6079176664352417], [0.24334861437479655, 0.3524622599283854, 0.16396386921405792], [0.22011799812316896, 0.3737903453685619, 0.15524764358997345], [0.2515917142232259, 0.38445437396014176, 0.25335273146629333], [0.23135860761006674, 0.43377549913194446, 0.17885132133960724], [0.28980983098347984, 0.39245240953233507, 0.37686270475387573], [0.24709547360738118, 0.47509867350260415, 0.27088844776153564], [0.2291104793548584, 0.47909766303168405, 0.15224716067314148], [0.2088773727416992, 0.48709564208984374, 0.1195795089006424], [0.24709547360738118, 0.5404158415617766, 0.10933060199022293], [0.22161672910054525, 0.5404158415617766, 0.25953829288482666], [0.21637110710144042, 0.5404158415617766, 0.03347887098789215], [0.19538861910502117, 0.49376068115234373, 0.0162375345826149]]",0.9988971948623657,"[0.2291104793548584, 0.47909766303168405, 0.15224716067314148]","[0.2088773727416992, 0.48709564208984374, 0.1195795089006424]","[[0.7736997604370117, 0.34594381826895254, 0.9428005218505859], [0.7774392445882161, 0.33395131429036456, 1.7279289960861206], [0.7722040812174479, 0.33395131429036456, 0.6359866261482239], [0.7991277694702148, 0.33395131429036456, 1.1567484140396118], [0.7998756408691406, 0.33395131429036456, 0.5277257561683655], [0.8253036499023437, 0.3952463220666956, 0.1759500950574875], [0.8103460311889649, 0.397911297833478, 0.06344575434923172], [0.8544710159301758, 0.48452380145037616, 0.6825001239776611], [0.8260515213012696, 0.49651624891493057, 0.13323020935058594], [0.819320551554362, 0.5498162728768808, 0.5243772864341736], [0.7781870524088542, 0.4885212651005498, 0.05349668115377426], [0.8589583079020182, 0.5564787688078704, 0.0694631040096283], [0.8447484970092773, 0.5471512405960648, 0.06305526196956635], [0.804362932840983, 0.6843987358940973, 0.4508049786090851], [0.8103460311889649, 0.6324311998155382, 0.17311663925647736], [0.8297909418741862, 0.8416336624710649, 0.28162986040115356], [0.8320345560709635, 0.757686134620949, 0.19944030046463013]]",0.9997077584266663,"[0.8589583079020182, 0.5564787688078704, 0.0694631040096283]","[0.8447484970092773, 0.5471512405960648, 0.06305526196956635]"
videos/game_1.mp4,16468,-1,"[[0.23934143384297688, 0.31804026850947625, 0.731684148311615], [0.24307422637939452, 0.30738649721498845, 0.8852218389511108], [0.23262240091959635, 0.3087182221589265, 1.4328378438949585], [0.2475536028544108, 0.3087182221589265, 0.39151257276535034], [0.21918431917826334, 0.3140451219346788, 0.731153130531311], [0.24083455403645834, 0.35666026362666375, 0.12578175961971283], [0.22217055956522624, 0.3766360812717014, 0.14791280031204224], [0.2527795155843099, 0.38595815587926796, 0.2987595200538635], [0.23710174560546876, 0.44455396864149305, 0.2912387251853943], [0.2871212641398112, 0.39261675234194154, 0.48325204849243164], [0.25651230812072756, 0.4818422105577257, 0.18355518579483032], [0.22963614463806153, 0.4818422105577257, 0.1304856240749359], [0.2072393576304118, 0.4898325602213542, 0.10691278427839279], [0.24979325930277507, 0.5470966480396412, 0.06292993575334549], [0.2206774393717448, 0.5470966480396412, 0.23485180735588074], [0.21545151074727376, 0.536442791974103, 0.0238625630736351], [0.26920385360717775, 0.5351110952871817, 0.010547575540840626]]",0.9989166259765625,"[0.22963614463806153, 0.4818422105577257, 0.1304856240749359]","[0.2072393576304118, 0.4898325602213542, 0.10691278427839279]","[[0.7736764907836914, 0.34608032791702836, 0.9355525970458984], [0.7781688054402669, 0.3340940687391493, 1.7808361053466797], [0.7729277928670247, 0.3340940687391493, 0.6283508539199829], [0.7998818079630534, 0.3340940687391493, 1.165706992149353], [0.7998818079630534, 0.3340940687391493, 0.5406442284584045], [0.8253383636474609, 0.39535728737160014, 0.16807767748832703], [0.8103638966878255, 0.3980208785445602, 0.05750128626823425], [0.8545385360717773, 0.4845884535047743, 0.7660517692565918], [0.8268357594807942, 0.49657474093967013, 0.14221547544002533], [0.8193485895792644, 0.5485152633101852, 0.5907105207443237], [0.834322992960612, 0.7469547978153935, 0.043399401009082794], [0.8627744674682617, 0.5485152633101852, 0.06978239864110947], [0.8455538431803385, 0.5471834535951967, 0.06177844852209091], [0.8051228205362956, 0.6843597412109375, 0.4452073872089386], [0.8103638966878255, 0.6324191623263888, 0.18212740123271942], [0.8328255335489909, 0.8375178019205729, 0.3358584940433502], [0.8313281377156575, 0.7496183607313368, 0.23033732175827026]]",0.9997283816337585,"[0.8627744674682617, 0.5485152633101852, 0.06978239864110947]","[0.8455538431803385, 0.5471834535951967, 0.06177844852209091]"
videos/game_1.mp4,16468,0,"[[0.24118494987487793, 0.3204183507848669, 0.776342511177063], [0.2441667874654134, 0.3097783406575521, 0.961659848690033], [0.23298487663269044, 0.3124383714463976, 0.815573513507843], [0.2486395517985026, 0.3137683727123119, 0.3180539906024933], [0.22031207084655763, 0.31908834951895254, 0.7400325536727905], [0.2389485518137614, 0.3603183039912471, 0.11621017009019852], [0.22403936386108397, 0.3802682947229456, 0.1679677963256836], [0.2516213893890381, 0.3895783035843461, 0.4161437451839447], [0.2419304052988688, 0.4467682449905961, 0.24822179973125458], [0.2851670900980631, 0.3948982803909867, 0.6097644567489624], [0.2613123575846354, 0.48267822265625, 0.26813459396362305], [0.22776667277018228, 0.48799817120587385, 0.16309763491153717], [0.20689379374186198, 0.49597817880135997, 0.09703728556632996], [0.24342131614685059, 0.5478481151439526, 0.09654346108436584], [0.21956661542256672, 0.5478481151439526, 0.21868181228637695], [0.23298487663269044, 0.4973081800672743, 0.09542523324489594], [0.26056690216064454, 0.4919881750036169, 0.03680478036403656]]",0.9989858269691467,"[0.22776667277018228, 0.48799817120587385, 0.16309763491153717]","[0.20689379374186198, 0.49597817880135997, 0.09703728556632996]","[[0.7727990468343099, 0.34837208500614875, 0.846774160861969], [0.7780225118001302, 0.33505749172634547, 2.0002341270446777], [0.7727990468343099, 0.33505749172634547, 0.8648208379745483], [0.7996625264485677, 0.33505749172634547, 1.2077000141143799], [0.7996625264485677, 0.33505749172634547, 0.5799900889396667], [0.825033696492513, 0.3963046321162471, 0.1763429492712021], [0.8093632380167644, 0.4016304581253617, 0.06184985116124153], [0.8541358311971029, 0.48551240143952545, 0.8345447182655334], [0.8265260696411133, 0.49483263934100113, 0.12884506583213806], [0.8183177947998047, 0.5494224265769676, 0.9991544485092163], [0.775783920288086, 0.48817528618706596, 0.08310526609420776], [0.8615978876749675, 0.5494224265769676, 0.07753763347864151], [0.8451813379923503, 0.5467595418294271, 0.05654994025826454], [0.8056322733561198, 0.6838997734917535, 0.40065115690231323], [0.8108557383219401, 0.6333043981481481, 0.1854567676782608], [0.8362267812093099, 0.8356862386067708, 0.36575543880462646], [0.8324958165486653, 0.7504727398907697, 0.3016458749771118]]",0.9997631907463074,"[0.8615978876749675, 0.5494224265769676, 0.07753763347864151]","[0.8451813379923503, 0.5467595418294271, 0.05654994025826454]"
videos/game_1.mp4,16468,1,"[[0.24241897265116374, 0.3243524056893808, 1.1190165281295776], [0.24616638819376627, 0.3137309886791088, 1.7061387300491333], [0.23567363421122234, 0.315058672869647, 0.9561330080032349], [0.24991381963094075, 0.315058672869647, 0.30036869645118713], [0.2206839879353841, 0.3216970655653212, 0.6885512471199036], [0.23792208035786946, 0.3681657579210069, 0.09335318952798843], [0.22443138758341472, 0.38011483086480036, 0.18420526385307312], [0.2506632963816325, 0.3947193004466869, 0.2949148416519165], [0.23792208035786946, 0.43056657579210067, 0.3692360818386078], [0.2843900362650553, 0.3987023247612847, 0.5782635807991028], [0.2566591421763102, 0.45446477819372105, 0.4224607050418854], [0.22667984962463378, 0.4903120817961516, 0.17875801026821136], [0.20344587961832683, 0.49960581461588544, 0.11135681718587875], [0.24616638819376627, 0.550057531286169, 0.12607000768184662], [0.2206839879353841, 0.550057531286169, 0.18611262738704681], [0.22967775662740073, 0.4889843976056134, 0.08094461262226105], [0.18995517094930012, 0.4876567134150752, 0.03429311886429787]]",0.9990562796592712,"[0.22667984962463378, 0.4903120817961516, 0.17875801026821136]","[0.20344587961832683, 0.49960581461588544, 0.11135681718587875]","[[0.7716387430826823, 0.3502575061939381, 0.7405223846435547], [0.7776074727376302, 0.3329501681857639, 0.8080045580863953], [0.7716387430826823, 0.334281497531467, 0.5738136768341064], [0.7999901453653971, 0.334281497531467, 0.5622356534004211], [0.8014822642008463, 0.3329501681857639, 0.3382408320903778], [0.8261032104492188, 0.395522873489945, 0.16771440207958221], [0.8111815134684245, 0.39818556043836806, 0.04264630004763603], [0.8537085851033529, 0.4860536363389757, 0.9029843211174011], [0.8283414840698242, 0.4887163515444155, 0.09800241887569427], [0.8164040247599283, 0.5472950688114873, 0.4198299050331116], [0.8328180313110352, 0.7430012455692998, 0.07683241367340088], [0.8581850687662761, 0.5526203861942998, 0.09154430031776428], [0.8492319742838542, 0.544632410120081, 0.06365742534399033], [0.8067049026489258, 0.6790972109194156, 0.407205730676651], [0.8126736323038737, 0.6311691284179688, 0.1023089587688446], [0.8395328521728516, 0.8348633942780671, 0.3498750329017639], [0.8350562413533529, 0.7536519933629919, 0.2224823534488678]]",0.9996384382247925,"[0.8581850687662761, 0.5526203861942998, 0.09154430031776428]","[0.8492319742838542, 0.544632410120081, 0.06365742534399033]"
videos/game_1.mp4,16468,2,"[[0.24437317848205567, 0.3294175042046441, 1.1016987562179565], [0.24736634890238443, 0.31875234533239294, 0.8443946838378906], [0.23689022064208984, 0.3200854831271701, 1.1372689008712769], [0.25110783576965334, 0.31875234533239294, 0.3023846447467804], [0.2226726214090983, 0.3267512003580729, 0.6654746532440186], [0.23913509051005047, 0.38007690994827836, 0.09503024071455002], [0.2241692066192627, 0.38540948938440395, 0.16520154476165771], [0.257842493057251, 0.4000740616409867, 0.15827977657318115], [0.2458697477976481, 0.44006833676938656, 0.2870558798313141], [0.28403278986612956, 0.4027403372305411, 0.3821123242378235], [0.2653254350026449, 0.44406777841073497, 0.13618366420269012], [0.22491750717163086, 0.4920609085648148, 0.1857951134443283], [0.20246864954630533, 0.500059735333478, 0.11210207641124725], [0.24811463356018065, 0.5547185827184606, 0.07543511688709259], [0.21967945098876954, 0.5547185827184606, 0.17596808075904846], [0.22940726280212403, 0.4947271841543692, 0.038542985916137695], [0.3012436230977376, 0.5547185827184606, 0.016499783843755722]]",0.9985055923461914,"[0.22491750717163086, 0.4920609085648148, 0.1857951134443283]","[0.20246864954630533, 0.500059735333478, 0.11210207641124725]","[[0.7713396072387695, 0.349608725088614, 0.7895545363426208], [0.778078842163086, 0.3322800530327691, 0.6556604504585266], [0.7713396072387695, 0.3349459895381221, 0.5423477292060852], [0.8005427678426107, 0.3349459895381221, 0.5997954607009888], [0.8012915929158528, 0.3349459895381221, 0.3383442461490631], [0.8260019938151042, 0.39626295301649306, 0.16633722186088562], [0.8222579956054688, 0.38293321397569446, 0.04190570116043091], [0.8537075678507487, 0.48690541585286456, 0.869539737701416], [0.828248405456543, 0.4882383558485243, 0.10698537528514862], [0.8155187606811524, 0.5455564145688657, 0.4616103768348694], [0.828248405456543, 0.546889411078559, 0.06652214378118515], [0.8589491526285807, 0.5535542805989583, 0.09413517266511917], [0.84696839650472, 0.5442234180591724, 0.06401296705007553], [0.8072820027669271, 0.6801871405707465, 0.4007914066314697], [0.8117748260498047, 0.6282010113751447, 0.08322016894817352], [0.8447219848632812, 0.8361454716435185, 0.3071911931037903], [0.8327411015828451, 0.753500818323206, 0.10856976360082626]]",0.9996126294136047,"[0.8589491526285807, 0.5535542805989583, 0.09413517266511917]","[0.84696839650472, 0.5442234180591724, 0.06401296705007553]"
videos/game_1.mp4,16530,-2,"[[0.18235546747843426, 0.322913897479022, 1.335815191268921], [0.18160669008890787, 0.31359826547128183, 1.0572047233581543], [0.1771140416463216, 0.3149290579336661, 1.780982255935669], [0.15689711570739745, 0.32424468994140626, 0.36302798986434937], [0.15689711570739745, 0.322913897479022, 1.0793534517288208], [0.16663118998209636, 0.3761460198296441, 0.16253197193145752], [0.14341915448506673, 0.39211561414930557, 0.1949654519557953], [0.17786283493041993, 0.40542368005823204, 0.2421945482492447], [0.14491670926411945, 0.47728700991030093, 0.36670657992362976], [0.20781383514404297, 0.40542368005823204, 0.31428995728492737], [0.18759690920511882, 0.4559941609700521, 0.2628288269042969], [0.13892650604248047, 0.5092262550636574, 0.08094403147697449], [0.12395099798838298, 0.5105570475260417, 0.10260092467069626], [0.1501581350962321, 0.6023824621129918, 0.26378133893013], [0.16812874476114908, 0.5890744244610822, 0.22617128491401672], [0.10897548993428548, 0.686223065411603, 0.3018927574157715], [0.15764587720235188, 0.7141699331778067, 0.3025037348270416]]",0.9993222951889038,"[0.13892650604248047, 0.5092262550636574, 0.08094403147697449]","[0.12395099798838298, 0.5105570475260417, 0.10260092467069626]","[[0.7900290807088216, 0.3573468243634259, 0.5955132246017456], [0.791520627339681, 0.3453603108723958, 0.5189691781997681], [0.7907748540242513, 0.3453603108723958, 0.3716820180416107], [0.8041992823282877, 0.3413648534704138, 0.5835238695144653], [0.819861094156901, 0.3373693678114149, 0.1609824299812317], [0.8206069310506184, 0.3826515762894242, 0.1491483449935913], [0.8399977366129557, 0.3826515762894242, 0.049255579710006714], [0.81464049021403, 0.4505749172634549, 0.47426360845565796], [0.8243359247843425, 0.4532385932074653, 0.022097758948802948], [0.778842035929362, 0.4519067552354601, 0.31611368060112], [0.7736213684082032, 0.4519067552354601, 0.11395476758480072], [0.8370145797729492, 0.5451348763925058, 0.08759119361639023], [0.8347771326700847, 0.5464666861074942, 0.04096580669283867], [0.7945038477579752, 0.6516812359845197, 0.3378199636936188], [0.8094199498494467, 0.6410266452365452, 0.12807095050811768], [0.8310482025146484, 0.774209651240596, 0.19510751962661743], [0.8362688064575196, 0.7236001473885996, 0.2703162729740143]]",0.9996254444122314,"[0.8370145797729492, 0.5451348763925058, 0.08759119361639023]","[0.8347771326700847, 0.5464666861074942, 0.04096580669283867]"
videos/game_1.mp4,16530,-1,"[[0.18065840403238934, 0.3221815038610388, 1.1382564306259155], [0.17990862528483073, 0.3141858983922888, 1.0735416412353516], [0.17466025352478026, 0.3141858983922888, 2.017693042755127], [0.15591605504353842, 0.3235141047724971, 0.30571699142456055], [0.15591605504353842, 0.3235141047724971, 0.9353390336036682], [0.16641281445821127, 0.37548559683340565, 0.15406623482704163], [0.142420228322347, 0.3928094369393808, 0.18606287240982056], [0.17765932083129882, 0.4034702724880642, 0.3189898431301117], [0.1446695327758789, 0.47809600830078125, 0.37569478154182434], [0.20690027872721353, 0.4034702724880642, 0.34345728158950806], [0.18665653864542645, 0.4541091353804977, 0.30645135045051575], [0.13642209370930988, 0.5060806839554398, 0.07449297606945038], [0.12217649618784586, 0.5127436885127314, 0.11084196716547012], [0.14991790453592937, 0.5993628042715567, 0.17703236639499664], [0.16566303571065266, 0.58870199697989, 0.19308355450630188], [0.1101802110671997, 0.6833167747214989, 0.22833120822906494], [0.15141744613647462, 0.7139666521990741, 0.24086521565914154]]",0.999292254447937,"[0.13642209370930988, 0.5060806839554398, 0.07449297606945038]","[0.12217649618784586, 0.5127436885127314, 0.11084196716547012]","[[0.7899658838907878, 0.3565331635651765, 0.7713834643363953], [0.7907119750976562, 0.3445610046386719, 0.5976880192756653], [0.7899658838907878, 0.34589126021773725, 0.49512338638305664], [0.8048865636189778, 0.34190052173755786, 0.4781056344509125], [0.8048865636189778, 0.34057029441550923, 0.15483231842517853], [0.8250294367472331, 0.38180776525426796, 0.1622440367937088], [0.80936279296875, 0.3951101515028212, 0.10653877258300781], [0.8145849863688152, 0.4509802359121817, 0.5693724751472473], [0.8533786773681641, 0.4589616846155237, 0.033462200313806534], [0.7780293782552083, 0.4509802359121817, 0.3169015049934387], [0.771315066019694, 0.4509802359121817, 0.0995630994439125], [0.8362199783325195, 0.5440971091941551, 0.08123461902141571], [0.8339818954467774, 0.5440971091941551, 0.03822235018014908], [0.7914579391479493, 0.6438651190863716, 0.2844477891921997], [0.8086167017618815, 0.6398743806061922, 0.16145426034927368], [0.8295056660970052, 0.7728984691478588, 0.25526341795921326], [0.8362199783325195, 0.7223493222837095, 0.24955464899539948]]",0.9995993971824646,"[0.8362199783325195, 0.5440971091941551, 0.08123461902141571]","[0.8339818954467774, 0.5440971091941551, 0.03822235018014908]"
videos/game_1.mp4,16530,0,"[[0.179438050587972, 0.3232611762152778, 1.685630440711975], [0.17719046274820963, 0.3139409665708189, 1.3622591495513916], [0.17344446182250978, 0.3139409665708189, 2.3437633514404297], [0.15471445719401042, 0.3232611762152778, 0.5664783120155334], [0.15471445719401042, 0.3232611762152778, 1.149938941001892], [0.16220645904541015, 0.37385657981589987, 0.13512246310710907], [0.1404796600341797, 0.39382846973560476, 0.17850667238235474], [0.1749428431193034, 0.4044801217538339, 0.379736989736557], [0.1442256768544515, 0.47637882939091436, 0.38354459404945374], [0.20416162808736166, 0.4031486511230469, 0.6301977634429932], [0.18468244870503744, 0.45640696772822625, 0.34192779660224915], [0.13673367500305175, 0.5056709006980613, 0.07525704801082611], [0.12174967924753825, 0.5109967267071759, 0.11895952373743057], [0.1629556655883789, 0.5908842298719618, 0.07658800482749939], [0.1607080618540446, 0.5908842298719618, 0.2316650003194809], [0.10976248582204183, 0.6840862132884838, 0.3340548574924469], [0.14572407404581705, 0.7147097552264178, 0.32369354367256165]]",0.9995131492614746,"[0.13673367500305175, 0.5056709006980613, 0.07525704801082611]","[0.12174967924753825, 0.5109967267071759, 0.11895952373743057]","[[0.7893104553222656, 0.3560415197301794, 0.6527974009513855], [0.7908100128173828, 0.3467092725965712, 0.6542260646820068], [0.7893104553222656, 0.3467092725965712, 0.4172210395336151], [0.8043054580688477, 0.34404294049298323, 0.5123247504234314], [0.8043054580688477, 0.3427097744411892, 0.17235271632671356], [0.8305466334025066, 0.38270498205114295, 0.18098106980323792], [0.8088038762410482, 0.3933703669795284, 0.12580552697181702], [0.8148019154866536, 0.44936370849609375, 0.35626426339149475], [0.853039042154948, 0.4520300405996817, 0.05768124386668205], [0.7780642827351888, 0.4506968745478877, 0.2167876809835434], [0.7660683314005534, 0.43603190669307, 0.05963794142007828], [0.8372943878173829, 0.5386863425925926, 0.0692504271864891], [0.8342953364054362, 0.545352229365596, 0.03560485318303108], [0.7878110249837239, 0.6373412520797165, 0.32900500297546387], [0.801306406656901, 0.6373412520797165, 0.13722679018974304], [0.8282973607381184, 0.7706586484555845, 0.23307816684246063], [0.8357948303222656, 0.7173316672996238, 0.4004651606082916]]",0.9987179040908813,"[0.8372943878173829, 0.5386863425925926, 0.0692504271864891]","[0.8342953364054362, 0.545352229365596, 0.03560485318303108]"
videos/game_1.mp4,16530,1,"[[0.17764808336893717, 0.3213497868290654, 1.4417051076889038], [0.17615319887797037, 0.312017822265625, 1.4340726137161255], [0.17166857719421386, 0.312017822265625, 2.9141459465026855], [0.15223514238993327, 0.32268292462384257, 0.6129508018493652], [0.15223514238993327, 0.3213497868290654, 1.4689910411834717], [0.16045697530110678, 0.36934277569806134, 0.15216149389743805], [0.14027609825134277, 0.39333928426106773, 0.18345539271831512], [0.17166857719421386, 0.4040043583622685, 0.4466506838798523], [0.14476073582967122, 0.47599385579427084, 0.45091068744659424], [0.2015661557515462, 0.4026712488245081, 0.5801356434822083], [0.18586993217468262, 0.4559967606155961, 0.21194182336330414], [0.1357914606730143, 0.5039897777416088, 0.05944106727838516], [0.12159011363983155, 0.510655438458478, 0.09997880458831787], [0.14550817807515462, 0.602642031069155, 0.2090296596288681], [0.15970954895019532, 0.5933100947627314, 0.285272479057312], [0.10963106950124105, 0.6852965743453414, 0.44714218378067017], [0.14027609825134277, 0.7186251039858218, 0.2925015389919281]]",0.9993763566017151,"[0.1357914606730143, 0.5039897777416088, 0.05944106727838516]","[0.12159011363983155, 0.510655438458478, 0.09997880458831787]","[[0.7890845616658528, 0.3568452340585214, 0.5115913152694702], [0.7913230260213217, 0.3448637503164786, 0.5080438256263733], [0.7898307164510091, 0.34619499489113137, 0.4062187969684601], [0.8055002848307292, 0.3422011763961227, 0.6202086806297302], [0.8055002848307292, 0.3408699035644531, 0.21957603096961975], [0.8323623657226562, 0.38480204829463255, 0.21504667401313782], [0.8099772771199544, 0.3941209863733362, 0.13542546331882477], [0.8152004877726237, 0.45003464310257524, 0.4154700040817261], [0.7846075057983398, 0.42474037452980323, 0.10236646234989166], [0.751776123046875, 0.4127588907877604, 0.06781712919473648], [0.751776123046875, 0.4074337712040654, 0.1680755764245987], [0.8368394215901692, 0.5432240804036458, 0.06827894598245621], [0.827139155069987, 0.5418927793149595, 0.041071970015764236], [0.7846075057983398, 0.6310883133499711, 0.295855849981308], [0.7995309829711914, 0.6350821601019965, 0.1409544050693512], [0.8234083811442058, 0.7562283551251446, 0.19440096616744995], [0.8353469848632813, 0.7176213582356771, 0.3669920563697815]]",0.9959020018577576,"[0.8368394215901692, 0.5432240804036458, 0.06827894598245621]","[0.827139155069987, 0.5418927793149595, 0.041071970015764236]"
videos/game_1.mp4,16530,2,"[[0.175906769434611, 0.321500085901331, 1.0914764404296875], [0.17515735626220702, 0.3121855276602286, 0.6965463757514954], [0.1699113686879476, 0.3135162070945457, 1.14487886428833], [0.15042624473571778, 0.32283076533564814, 0.3752099871635437], [0.15042624473571778, 0.32283076533564814, 0.8853840231895447], [0.15717109044392905, 0.3747261612503617, 0.10930687189102173], [0.13918484052022298, 0.3946859289098669, 0.16297325491905212], [0.1699113686879476, 0.4040005154079861, 0.3141247630119324], [0.1429319699605306, 0.4758556224681713, 0.36934155225753784], [0.1998884677886963, 0.4040005154079861, 0.4055948257446289], [0.18639876047770182, 0.45456523188838255, 0.18239688873291016], [0.13468828201293945, 0.5077913072374132, 0.08460213243961334], [0.11969972451527913, 0.5091219301576968, 0.10100614279508591], [0.14518025716145833, 0.5982755872938368, 0.11470276862382889], [0.15492281913757325, 0.5956142849392361, 0.2735710144042969], [0.10845831235249838, 0.6847679420753762, 0.3394785225391388], [0.13693655331929525, 0.7206954956054688, 0.2972259223461151]]",0.9992877840995789,"[0.13468828201293945, 0.5077913072374132, 0.08460213243961334]","[0.11969972451527913, 0.5091219301576968, 0.10100614279508591]","[[0.7888843536376953, 0.3558300159595631, 0.5652491450309753], [0.7911287943522135, 0.3438540705928096, 0.6049864292144775], [0.7888843536376953, 0.3438540705928096, 0.4007352292537689], [0.8053431828816732, 0.34252336290147567, 0.6810490489006042], [0.8060913721720377, 0.34119271172417537, 0.3157520890235901], [0.833772087097168, 0.38643533212167247, 0.24128517508506775], [0.814320691426595, 0.3917579933449074, 0.07759857922792435], [0.8120763778686524, 0.4489765873661748, 0.4716747999191284], [0.7836475372314453, 0.4223632529929832, 0.2074017971754074], [0.7462411244710286, 0.39308864452220776, 0.11336112767457962], [0.7350192387898763, 0.38643533212167247, 0.12091314792633057], [0.8345201492309571, 0.540792394567419, 0.07820849865674973], [0.8285351435343424, 0.5394617716471354, 0.05053766444325447], [0.7821512858072917, 0.6259549741391782, 0.3730304539203644], [0.797861925760905, 0.629946955928096, 0.1887214630842209], [0.8225501378377279, 0.7470454463252315, 0.33256369829177856], [0.8352682749430339, 0.7111175537109375, 0.459469735622406]]",0.9971455931663513,"[0.8345201492309571, 0.540792394567419, 0.07820849865674973]","[0.8285351435343424, 0.5394617716471354, 0.05053766444325447]"
